Date,Voucher,Party,Product,Qty,Rate
2017-04-06,83,PALURU MALAKONDARED,GARUDA 16*20 BLUE,60,24.0
2017-04-06,84,CHENGAREDDY-MTKR,PAPER TEA-65ML(100),50,28.0
2017-04-06,85,CHAKKA RANGAYYA,VISHNU 300ML,100,28.0
2017-04-06,86,PAPARAO,PAPER TEA PRINTING,50,20.0
2017-04-06,86,PAPARAO,BLACK DOG-350ML,30,25.0
2017-04-06,86,PAPARAO,CHANDRA 75ML TEA,30,12.0
2017-04-06,86,PAPARAO,VISHNU ICE,5,20.0
2017-04-06,86,PAPARAO,LEAF DONA SMALL,1,480.0
2017-04-06,87,RKK,CYCLE-BLU-10*12,350,7.0
2017-04-06,87,RKK,CYCLE-BLU-10*12,50,7.0
2017-04-06,87,RKK,CYCLE-BK-10*12,350,7.0
2017-04-06,87,RKK,CYCLE-BK-13*16,50,7.0
2017-04-06,87,RKK,CYCLE-BLU-13*16,250,13.5
2017-04-06,87,RKK,CYCLE-BLU-13*16,20,13.5
2017-04-06,87,RKK,CYCLE-BK-13*16,250,13.5
2017-04-06,87,RKK,CYCLE-BK-13*16,20,13.5
2017-04-06,87,RKK,TIRUMALA-50(16*20),120,26.0
2017-04-06,87,RKK,10*10 TEJA,50,120.0
2017-04-06,87,RKK,VISHNU 250ML,100,30.0
2017-04-06,88,GV,TIRUMALA-50(16*20),240,26.0
2017-04-06,88,GV,GARUDA 16*20 BLUE,60,24.0
2017-04-06,89,SVSGS,80 LEAF,9,320.0
2017-04-06,90,MAHESWARI PROVISION,10*10 MORE,25,137.0
2017-04-06,90,MAHESWARI PROVISION,VISHNU 300ML,100,28.0
2017-04-06,90,MAHESWARI PROVISION,PAPER TEA PRINTING,150,20.0
2017-04-06,90,MAHESWARI PROVISION,ROBO 10*12,400,4.9
2017-04-06,90,MAHESWARI PROVISION,CYCLE-BLU-13*16,250,12.0
2017-04-06,91,SATYAM.J,10*10 TEJA,50,120.0
2017-04-06,91,SATYAM.J,TIFFIN PLATES-11NO-,50,21.0
2017-04-06,91,SATYAM.J,RUF&TUF -FORK,50,30.0
2017-04-06,91,SATYAM.J,RUF-TUF BIG M.W,60,29.0
2017-04-06,91,SATYAM.J,SILVER-11-HEAVY,25,46.0
2017-04-06,91,SATYAM.J,APPLE WINE,110,23.0
2017-04-06,91,SATYAM.J,SMITH 4*5 POLY,312,13.5
2017-04-06,91,SATYAM.J,PRESSING COVER 4*5,10,30.0
2017-04-06,91,SATYAM.J,HIGH COUNT 13*16,25,140.0
2017-04-06,91,SATYAM.J,HIGH COUNT 16*20,25,140.0
2017-04-06,91,SATYAM.J,TIFFIN PLATENO-11,50,20.0
2017-04-06,92,SASANK PAPER AND PL,GOLD LEAF SITTING,1,700.0
2017-04-06,92,SASANK PAPER AND PL,TIRUMALA-50(13*16),200,14.0
2017-04-06,93,BRHAMIAH MOPUR,VISHNU 300ML,100,28.0
2017-04-06,93,BRHAMIAH MOPUR,BLACK DOG-350ML,50,26.0
2017-04-06,93,BRHAMIAH MOPUR,FANCY IC,30,20.0
2017-04-06,93,BRHAMIAH MOPUR,PAPER TEA,30,19.0
2017-04-06,93,BRHAMIAH MOPUR,90ML RANGEELA,10,15.0
2017-04-06,93,BRHAMIAH MOPUR,DURGA 10*12 BK,100,5.5
2017-04-06,93,BRHAMIAH MOPUR,DURGA 13*16 BK,50,11.0
2017-04-06,93,BRHAMIAH MOPUR,PREMIUM 13*16 BLUE,50,11.5
2017-04-06,93,BRHAMIAH MOPUR,DURGA 10*12 BLUE,100,5.5
2017-04-06,93,BRHAMIAH MOPUR,13*16 WHITE RK,50,16.0
2017-04-06,94,VKP,CLASSIC 250ML,100,24.0
2017-04-06,94,VKP,BLACK DOG-350ML,100,25.0
2017-04-06,94,VKP,NO-0,1,145.0
2017-04-06,95,KRISHNAPATNAM PORT,CYCLE 10*12 BK KG,100,81.0
2017-04-06,95,KRISHNAPATNAM PORT,CYCLE 13*16 BK KG,400,81.0
2017-04-06,95,KRISHNAPATNAM PORT,VAT AMOUNT,1,2025.0
2017-04-06,96,S.RAMMOHAN-NELLORE,LITE FOAM(1200),1,1620.0
2017-04-06,96,S.RAMMOHAN-NELLORE,VISHNU ICE,100,17.0
2017-04-06,96,S.RAMMOHAN-NELLORE,NIFTY 10*12 PINK,360,5.7
2017-04-06,97,SB.ENTERPRISES,NIFTY 10*12 PINK,1440,5.6
2017-04-06,97,SB.ENTERPRISES,10*12 KRISHNA-BK(10,800,8.25
2017-04-06,97,SB.ENTERPRISES,13*16 BK(100)KRISHN,600,16.5
2017-04-06,97,SB.ENTERPRISES,NIFTY PINK 13*16,200,12.5
2017-04-06,97,SB.ENTERPRISES,TIFFIN PLATES-11NO-,50,20.0
2017-04-06,97,SB.ENTERPRISES,12GREEN BUFFET,2000,1.15
2017-04-06,98,P.RAVI,PAPER TEA-65ML(100),130,28.0
2017-04-06,99,PRASAD-SPT,CYCLE-BLU-10*12,700,7.0
2017-04-06,99,PRASAD-SPT,CYCLE-BLU-10*12,100,7.0
2017-04-06,99,PRASAD-SPT,CYCLE-BLU-13*16,250,12.5
2017-04-06,99,PRASAD-SPT,CYCLE-BLU-13*16,10,12.5
2017-04-06,99,PRASAD-SPT,SILVER TONE 10*12 W,10,17.0
2017-04-06,99,PRASAD-SPT,SILVER TONE 13*16 W,10,28.0
2017-04-06,99,PRASAD-SPT,10*10 SIVA SHEET,10,140.0
2017-04-06,99,PRASAD-SPT,TIRUMALA 16*20 M.W,10,102.0
2017-04-06,99,PRASAD-SPT,N0-5,5,149.0
2017-04-06,99,PRASAD-SPT,NO-2,5,149.0
2017-04-06,99,PRASAD-SPT,NO-3,2,149.0
2017-04-06,99,PRASAD-SPT,NO-1,5,149.0
2017-04-06,99,PRASAD-SPT,NO-0,5,149.0
2017-04-06,99,PRASAD-SPT,NO-00,3,149.0
2017-04-06,100,SESHIA-UGIRI,BLACK DOG-350ML,100,25.0
2017-04-06,100,SESHIA-UGIRI,APPLE 300ML,100,28.0
2017-04-06,100,SESHIA-UGIRI,PAPER TEA PRINTING,150,19.5
2017-04-06,100,SESHIA-UGIRI,ROBO 10*12,800,4.5
2017-04-06,100,SESHIA-UGIRI,PP 3.5*3.5,1,145.0
2017-04-06,100,SESHIA-UGIRI,PP 3*3,1,145.0
2017-04-06,100,SESHIA-UGIRI,13*16 BK(100)KRISHN,100,16.0
2017-04-06,100,SESHIA-UGIRI,10*12 KRISHNA-BK(10,100,8.0
2017-04-06,101,MSR,TIRUMALA-50(13*16),400,14.0
2017-04-06,101,MSR,SPOON-SMALL-NAT,200,9.0
2017-04-06,101,MSR,SPOON BIG CL,100,17.5
2017-04-06,101,MSR,PRESSING COVER 4*5,5,32.0
2017-04-06,103,KPR,ROLLS 1/2 AND 1/2,100,46.0
2017-04-06,103,KPR,DURGA 13*16 BLUE,200,10.3
2017-04-06,103,KPR,TAMBULAM 7*10,50,9.7
2017-04-06,103,KPR,APPLE 300ML,200,28.0
2017-04-06,103,KPR,VISHNU 250ML,200,30.0
2017-04-06,103,KPR,VISHNU 350ML,200,29.0
2017-04-06,103,KPR,ROBO 13*16 BLUE,200,9.0
2017-04-06,104,ANILFANCY,12GREEN BUFFET,1000,1.15
2017-04-06,104,ANILFANCY,14 GREEN,1000,1.3
2017-04-06,104,ANILFANCY,ROBO 10*12,400,4.8
2017-04-06,104,ANILFANCY,4*5 MEET,150,16.0
2017-04-06,104,ANILFANCY,SMITH 4*5 POLY,150,13.5
2017-04-06,104,ANILFANCY,GARUDA 16*20 BLUE,10,24.0
2017-04-06,104,ANILFANCY,TIRUMALA-50(16*20),120,26.0
2017-04-06,105,KPR,10*12 SARAS-NAT,1500,8.1
2017-04-06,105,KPR,10*12 SARAS-NAT,100,8.1
2017-04-06,106,VENKATARAMA GENRALS,BLACK DOG-350ML,100,25.0
2017-04-06,106,VENKATARAMA GENRALS,TIRUMALA-50(16*20),120,26.0
2017-04-06,106,VENKATARAMA GENRALS,GANGA 10*12 100W,500,6.8
2017-04-06,106,VENKATARAMA GENRALS,DURGA 10*12 BLUE,800,5.4
2017-04-06,106,VENKATARAMA GENRALS,DURGA 13*16 BLUE,200,10.5
2017-04-06,107,BALAJI PLASTICS-ONG,SMART BOWL(3500),2,1470.0
2017-04-06,108,VNR,SMITH 4*5 POLY,312,13.0
2017-04-06,109,SVP-BUCHHI,10*12 SARAS-NAT,1500,8.1
2017-04-06,109,SVP-BUCHHI,10*12 SARAS-NAT,100,8.1
2017-04-06,109,SVP-BUCHHI,CLASSIC 250ML,200,24.0
2017-04-06,109,SVP-BUCHHI,CYCLE-10*12(100)-BL,350,6.1
2017-04-06,109,SVP-BUCHHI,CYCLE-10*12(100)-BL,10,6.1
2017-04-06,109,SVP-BUCHHI,VISHNU 250ML,100,30.0
2017-04-06,109,SVP-BUCHHI,4*5 ANKITA,270,14.5
2017-04-06,109,SVP-BUCHHI,10*10 TEJA,25,120.0
2017-04-06,109,SVP-BUCHHI,10*10 TEJA,1,120.0
2017-04-06,109,SVP-BUCHHI,"PINK PLATES-7""",120,6.5
2017-04-06,109,SVP-BUCHHI,10*12 KRISHNA-BK(10,400,8.0
2017-04-06,109,SVP-BUCHHI,10*10 RADHA KRISHNA,25,99.0
2017-04-06,110,AVR-KAVALI,NO-2,5,140.0
2017-04-06,110,AVR-KAVALI,CYCLE-BLU-10*12,350,7.0
2017-04-06,110,AVR-KAVALI,CYCLE-BLU-10*12,50,7.0
2017-04-06,110,AVR-KAVALI,TIRML-CL-10*12,25,110.0
2017-04-06,110,AVR-KAVALI,TIRML-CL-13*16 KG,10,110.0
2017-04-06,110,AVR-KAVALI,TIRUMALA-50(16*20),50,26.0
2017-04-06,110,AVR-KAVALI,TIRUMALA 16*20 M.W,10,102.0
2017-04-06,110,AVR-KAVALI,DHARAM-6PCS,1,180.0
2017-04-06,111,TR-SPT,10*10 SIVA SHEET,5,140.0
2017-04-06,111,TR-SPT,13*16 WHITE RK,150,16.0
2017-04-06,111,TR-SPT,CYCLE-BLU-13*16,100,12.5
2017-04-06,111,TR-SPT,CYCLE-BLU-10*12,350,7.0
2017-04-06,111,TR-SPT,GANGA 10*12 100W,100,6.8
2017-04-06,111,TR-SPT,10*12 SARAS-BK,60,8.5
2017-04-06,111,TR-SPT,CYCLE-BLU-10*12,50,7.0
2017-04-06,112,JAYLAKSHMIFANCY,CYCLE-BLU-10*12,700,7.0
2017-04-06,112,JAYLAKSHMIFANCY,CYCLE-BLU-10*12,100,7.0
2017-04-06,112,JAYLAKSHMIFANCY,TIRUMALA-50(13*16),200,14.0
2017-04-06,112,JAYLAKSHMIFANCY,TIRUMALA-50(16*20),120,26.0
2017-04-06,113,PRAKASH KOTA,SMITH 4*5 POLY,312,13.5
2017-04-06,113,PRAKASH KOTA,4*6 POLY,300,15.5
2017-04-06,113,PRAKASH KOTA,5*6 MORE POLY,120,32.0
2017-04-06,113,PRAKASH KOTA,SILV-CONT-450ML(150,2,2350.0
2017-04-06,113,PRAKASH KOTA,SILV-CONT-750ML(100,1,2350.0
2017-04-06,113,PRAKASH KOTA,SILVER POUCH 7*9,25,179.0
2017-04-06,114,CH.MALLIKARJUNA,TIRML-BL-KG-17*23,25,120.0
2017-04-06,114,CH.MALLIKARJUNA,TIRML-BL-KG-13*16,25,120.0
2017-04-06,114,CH.MALLIKARJUNA,VISHNU 250ML,400,28.0
2017-04-06,114,CH.MALLIKARJUNA,TIRML-BL-KG-13*16,1,120.0
2017-04-06,114,CH.MALLIKARJUNA,TIRML-BL-KG-16*20,1,120.0
2017-04-06,115,K.SRIHARI,14 GREEN,2000,1.3
2017-04-06,115,K.SRIHARI,TAMBULAM 7*10,200,12.0
2017-04-06,115,K.SRIHARI,DHARAM-15PCS,20,90.0
2017-04-06,115,K.SRIHARI,NO-0,25,149.0
2017-04-06,115,K.SRIHARI,NO-1,25,149.0
2017-04-06,115,K.SRIHARI,NO-2,25,149.0
2017-04-06,115,K.SRIHARI,NO-00,25,149.0
2017-04-06,115,K.SRIHARI,VISHNU 250ML,200,30.0
2017-04-06,115,K.SRIHARI,BLACK DOG-350ML,100,25.0
2017-04-06,116,BCM,SILVER POUCH 6*8,120,40.0
2017-04-06,116,BCM,14 GREEN,1000,1.35
2017-04-06,117,MRG,14 GREEN,1000,1.35
2017-04-06,117,MRG,FANCY IC,50,20.0
2017-04-06,117,MRG,APPLE 300ML,50,28.0
2017-04-06,118,SHAIK SIFULLA,CYCLE-BK-10*12,350,7.0
2017-04-06,118,SHAIK SIFULLA,CYCLE-BK-10*12,50,7.0
2017-04-06,118,SHAIK SIFULLA,CYCLE-BK-13*16,250,13.0
2017-04-06,118,SHAIK SIFULLA,CYCLE-BK-13*16,10,13.0
2017-04-06,118,SHAIK SIFULLA,TIRUMALA-50(16*20),120,26.0
2017-04-06,118,SHAIK SIFULLA,13*16 BLACK RK,500,17.0
2017-04-06,118,SHAIK SIFULLA,20*26 COVER,20,58.0
2017-04-06,118,SHAIK SIFULLA,24*30 COVER,20,80.0
2017-04-06,119,BTR,CYCLE-BLU-10*12,350,7.0
2017-04-06,119,BTR,CYCLE-BLU-10*12,50,7.0
2017-04-06,120,LAKSHMIFANCY,BLACK DOG-350ML,100,25.0
2017-04-06,120,LAKSHMIFANCY,SILVER PLATE 7,100,5.5
2017-04-06,120,LAKSHMIFANCY,5*6 POLY,100,21.0
2017-04-06,120,LAKSHMIFANCY,NO-0,2,140.0
2017-04-06,120,LAKSHMIFANCY,NO-00,3,140.0
2017-04-06,121,PPR,TIRUMALA-50B(10*12),900,8.0
2017-04-06,121,PPR,TIRUMALA-50B(10*12),10,8.0
2017-04-06,122,G.RAMANIAH,14 GREEN,1000,1.35
2017-04-06,122,G.RAMANIAH,VISHNU 300ML,100,28.0
2017-04-06,123,KVKC,BEER COVER,25,110.0
2017-04-06,123,KVKC,DHARAM 1/2KG SPECIA,10,75.0
2017-04-06,123,KVKC,DHARAM 1KG SPECIAL,10,150.0
2017-04-06,123,KVKC,TIRML-CL-13*16 KG,15,110.0
2017-04-06,123,KVKC,TIRML-CL-10*12,15,110.0
2017-04-06,123,KVKC,GANGA 10*12 100W,100,6.8
2017-04-06,123,KVKC,13*16 WHITE RK,50,16.0
2017-04-06,123,KVKC,24 * 30 BLUE,5,80.0
2017-04-06,123,KVKC,20 *26 BLUE,5,60.0
2017-04-06,124,A1 PLASTICS-SPT,TIRUMALA 16*20 M.W,10,102.0
2017-04-06,124,A1 PLASTICS-SPT,VAMSI 13*16 WHITE,100,12.5
2017-04-06,124,A1 PLASTICS-SPT,CLASSIC 250ML(100),80,29.0
2017-04-06,124,A1 PLASTICS-SPT,BLACK DOG-350ML,100,25.0
2017-04-06,124,A1 PLASTICS-SPT,APPLE 300ML,100,28.0
2017-04-06,125,SB.ENTERPRISES,PAPER TEA-65ML,220,15.5
2017-04-06,126,DSP-SEKHAR,CYCLE-BLU-10*12,700,7.0
2017-04-06,126,DSP-SEKHAR,CYCLE-BLU-10*12,100,7.0
2017-04-06,127,GVS,CYCLE-BK-10*12,700,7.0
2017-04-06,127,GVS,CYCLE-BK-10*12,100,7.0
2017-04-06,127,GVS,CYCLE-BK-13*16,250,12.0
2017-04-06,128,SAIFANCY,10*12 KRISHNA-BK(10,400,8.5
2017-04-06,129,TP13,14 GREEN,2000,1.3
2017-04-06,129,TP13,VISHNU 300ML,200,28.0
2017-04-06,129,TP13,VISHNU 250ML,100,28.5
2017-04-06,129,TP13,BLACK DOG-350ML,100,25.0
2017-04-06,207,TP13,CHANDRA 75ML TEA,10,12.0
2017-04-06,207,TP13,SPOON BIG CL,20,25.0
2017-04-06,207,TP13,CHANDRA 75ML TEA,190,11.25
2017-04-06,207,TP13,VISHNU 300ML,100,27.5
2017-04-06,207,TP13,VISHNU 250ML,100,28.5
2017-04-06,207,TP13,APPLE WINE,110,23.0
2017-04-06,207,TP13,10*10 TIGER,70,132.0
2017-04-06,207,TP13,TIRUMALA LEAF(9),9,345.0
2017-04-06,207,TP13,100LEAF -SP,6,580.0
2017-04-06,207,TP13,DURGA 13*16 BLUE,400,10.5
2017-04-06,207,TP13,LARGE IC,20,18.0
2017-04-06,207,TP13,50GRAM RUBBER,2,400.0
2017-04-06,207,TP13,RUBBER 100G,2,400.0
2017-04-06,207,TP13,PAPER TEA,140,18.0
2017-04-06,207,TP13,10*10 RADHA KRISHNA,5,100.0
2017-04-06,207,TP13,CLASSIC 250ML(100),30,28.0
2017-04-06,207,TP13,CLASSIC 250ML(100),80,28.0
2017-04-06,207,TP13,BLACK DOG-350ML,100,25.0
2017-04-06,207,TP13,LITE FOAM(1200),1,1620.0
2017-04-06,207,TP13,CLASSIC ENJOY(750),1,1320.0
2017-04-06,207,TP13,GOLD LEAF SITTING,2,650.0
2017-04-06,207,TP13,80 LEAF,2,330.0
2017-04-06,207,TP13,BEER COVER,25,110.0
2017-04-06,208,MANCHIKANTI HARI,PAPER TEA-110ML,160,33.0
2017-04-06,208,MANCHIKANTI HARI,VAT AMOUNT,1,264.0
2017-04-07,130,INAMADUGU-VENKAYYA,BLACK DOG-350ML,100,25.5
2017-04-07,130,INAMADUGU-VENKAYYA,VISHNU 300ML,100,28.0
2017-04-07,130,INAMADUGU-VENKAYYA,TIRUMALA-50(16*20),50,26.0
2017-04-07,130,INAMADUGU-VENKAYYA,10*12 SARAS-BK,100,8.5
2017-04-07,131,VKP,HIGH COUNT 16*20,5,140.0
2017-04-07,131,VKP,10*10 MORE,25,136.0
2017-04-07,133,SOLANKI PLASTICS,LITE FOAM(1200),3,1620.0
2017-04-07,133,SOLANKI PLASTICS,DONA-VAI-9100,3,1690.0
2017-04-07,133,SOLANKI PLASTICS,CLASSIC ENJOY(750),2,1320.0
2017-04-07,134,CUSTOMER SESHIAH AY,CLASSIC 250ML,200,24.5
2017-04-07,134,CUSTOMER SESHIAH AY,BLACK DOG-350ML,200,25.5
2017-04-07,134,CUSTOMER SESHIAH AY,TIRUMALA-50(13*16),200,14.0
2017-04-07,134,CUSTOMER SESHIAH AY,HIGH COUNT 16*20,5,150.0
2017-04-07,134,CUSTOMER SESHIAH AY,10*10 MORE,10,140.0
2017-04-07,134,CUSTOMER SESHIAH AY,BEER COVER,10,120.0
2017-04-07,134,CUSTOMER SESHIAH AY,NO-0,1,145.0
2017-04-07,134,CUSTOMER SESHIAH AY,NO-00,1,145.0
2017-04-07,134,CUSTOMER SESHIAH AY,NO-1,1,145.0
2017-04-07,134,CUSTOMER SESHIAH AY,NO-2,1,145.0
2017-04-07,134,CUSTOMER SESHIAH AY,NO-5,1,145.0
2017-04-07,135,BRHAMADEVI SUDHEER,VISHNU 250ML,100,30.0
2017-04-07,135,BRHAMADEVI SUDHEER,TIRUMALA LEAF(9),3,380.0
2017-04-07,135,BRHAMADEVI SUDHEER,CYCLE 10*12 BK KG,50,80.0
2017-04-07,135,BRHAMADEVI SUDHEER,PP +7*9,10,140.0
2017-04-07,136,RO,10*10 MORE,25,137.0
2017-04-07,136,RO,TIRUMALA-50B(10*12),300,8.0
2017-04-07,136,RO,TIRUMALA-50(13*16),200,14.0
2017-04-07,136,RO,TIRML-BL-KG-16*20,6,120.0
2017-04-07,136,RO,TIRML-BL-KG-17*23,6,120.0
2017-04-07,136,RO,4*5 MEET,50,16.0
2017-04-07,136,RO,5*6 ANKIT(20MIC),210,22.0
2017-04-07,136,RO,NO-00,2,145.0
2017-04-07,136,RO,NO-0,2,145.0
2017-04-07,136,RO,NO-1,2,145.0
2017-04-07,136,RO,NO-3,2,145.0
2017-04-07,136,RO,NO-2,2,145.0
2017-04-07,136,RO,N0-5,2,145.0
2017-04-07,136,RO,SPOON BIG CL,30,18.0
2017-04-07,136,RO,"TIFFIN PLATES-9""",30,16.0
2017-04-07,137,KPR,TAMBULAM 7*10,60,97.0
2017-04-07,138,JAYALAKSHMI GENERAL,PP 10*12 +,3,130.0
2017-04-07,138,JAYALAKSHMI GENERAL,PP 9*12 +,4,130.0
2017-04-07,138,JAYALAKSHMI GENERAL,PP +7*9,5,130.0
2017-04-07,138,JAYALAKSHMI GENERAL,PRINTING PP 250GRAM,3,160.0
2017-04-07,138,JAYALAKSHMI GENERAL,PRINTING COVER 100G,3,160.0
2017-04-07,138,JAYALAKSHMI GENERAL,PRINTING COVER-50GR,3,160.0
2017-04-07,138,JAYALAKSHMI GENERAL,PRINTING PP 500GRAM,5,160.0
2017-04-07,138,JAYALAKSHMI GENERAL,"TAPE ROLL 2"" MTRS20",1,100.0
2017-04-07,139,BSR,GOLD LEAF SITTING,4,700.0
2017-04-07,140,GANESHMESS,CITIZEN 13*16-M.W,150,122.0
2017-04-07,140,GANESHMESS,CITIZEN 16*20M.W,100,122.0
2017-04-07,140,GANESHMESS,CITIZEN M.W 10*12,100,122.0
2017-04-07,140,GANESHMESS,500ML PLASTIC BOULS,3000,3.6
2017-04-07,140,GANESHMESS,CHANDRA 75ML TEA,12,10.0
2017-04-07,140,GANESHMESS,WATER GLASS,12,30.0
2017-04-07,140,GANESHMESS,RUBBER,4,290.0
2017-04-07,140,GANESHMESS,5*6 ANKIT(20MIC),630,23.0
2017-04-07,140,GANESHMESS,100LEAF,1,450.0
2017-04-07,140,GANESHMESS,OKAY SPOONS,50,50.0
2017-04-07,140,GANESHMESS,"14""7PLY PLATES",100,3.6
2017-04-07,141,VENKATESWARLU-VIJAY,CYCLE 10*12 BK KG,50,76.0
2017-04-07,141,VENKATESWARLU-VIJAY,DURGA 10*12 BK,400,5.4
2017-04-07,141,VENKATESWARLU-VIJAY,DURGA 13*16 BK,200,10.5
2017-04-07,142,J.RATHAYYA-DAKKILI,APPLE 300ML,50,28.0
2017-04-07,142,J.RATHAYYA-DAKKILI,CLASSIC COLOUR,50,27.0
2017-04-07,142,J.RATHAYYA-DAKKILI,14 GREEN,600,1.35
2017-04-07,143,K.VENUGOPAL-RAPUR,TIRUMALA-50(16*20),120,26.0
2017-04-07,143,K.VENUGOPAL-RAPUR,13*16 BK(100)KRISHN,200,17.0
2017-04-07,143,K.VENUGOPAL-RAPUR,CYCLE-BLU-13*16,100,12.5
2017-04-07,143,K.VENUGOPAL-RAPUR,10*12 SARAS-NAT,300,8.3
2017-04-07,143,K.VENUGOPAL-RAPUR,ROBO 10*12,100,5.0
2017-04-07,143,K.VENUGOPAL-RAPUR,DURGA 10*12 BK,100,5.5
2017-04-07,143,K.VENUGOPAL-RAPUR,10*10 MORE,15,135.0
2017-04-07,143,K.VENUGOPAL-RAPUR,4*5 MEET,20,16.0
2017-04-07,143,K.VENUGOPAL-RAPUR,5*6 POLY,30,21.0
2017-04-07,143,K.VENUGOPAL-RAPUR,NIFTY PINK 13*16,50,13.0
2017-04-07,143,K.VENUGOPAL-RAPUR,13*16 WHITE RK,20,16.0
2017-04-07,143,K.VENUGOPAL-RAPUR,APPLE 300ML,100,27.0
2017-04-07,143,K.VENUGOPAL-RAPUR,PP 5*6,2,133.0
2017-04-07,143,K.VENUGOPAL-RAPUR,PP 6*7,2,133.0
2017-04-07,143,K.VENUGOPAL-RAPUR,PP 7*8,2,133.0
2017-04-07,143,K.VENUGOPAL-RAPUR,PP 8*10,2,133.0
2017-04-07,144,KVKC,TIRUMALA LEAF(9),9,350.0
2017-04-07,144,KVKC,LITE FOAM(1200),2,1680.0
2017-04-07,145,RKK,TIRUMALA LEAF(9),16,360.0
2017-04-07,146,TEACHER,CYCLE-BLU-10*12,1600,5.42
2017-04-07,147,SVP-BUCHHI,CYCLE-BLU-10*12,350,6.3
2017-04-07,147,SVP-BUCHHI,CYCLE-BLU-10*12,50,6.3
2017-04-07,148,RKK,5*6 TRISUL,200,18.5
2017-04-07,148,RKK,SMITH 4*5 POLY,313,13.0
2017-04-07,148,RKK,TIRUMALA LEAF(9),16,350.0
2017-04-07,148,RKK,NO-0,25,142.0
2017-04-07,148,RKK,NO-1,25,142.0
2017-04-07,148,RKK,NO-2,25,142.0
2017-04-07,148,RKK,N0-5,25,142.0
2017-04-07,149,JANANI PLASTICS-VGI,RASNA COVER,30,145.0
2017-04-07,149,JANANI PLASTICS-VGI,KESHAV M.W 24*30,10,110.0
2017-04-07,149,JANANI PLASTICS-VGI,20*26 MW KESHAV,10,110.0
2017-04-07,149,JANANI PLASTICS-VGI,APPLE 300ML(COLOUR),100,28.0
2017-04-07,150,BARGAVI PROVISONS,TIRUMALA M.W 13*16,50,103.0
2017-04-07,150,BARGAVI PROVISONS,TIRUMALA 16*20 M.W,25,103.0
2017-04-07,151,DSP-SEKHAR,CYCLE 10*12 BK KG,50,77.0
2017-04-07,152,TP13,VISHNU 300ML,100,28.0
2017-04-07,152,TP13,DURGA 13*16 BLUE,200,10.5
2017-04-07,152,TP13,10*10 NILKAMAL,25,95.0
2017-04-07,152,TP13,80 LEAF,2,340.0
2017-04-07,153,SMS,APPLE 300ML,100,28.0
2017-04-07,153,SMS,APPLE 300ML(COLOUR),100,28.0
2017-04-07,154,SRINU,SAGAR 80ML,200,11.25
2017-04-07,155,VAMSI KRISHNA FANCY,APPLE 300ML,100,27.0
2017-04-07,156,LOCK,VISHNU 250ML,300,30.0
2017-04-07,174,K.SRIHARI,10*12 SARAS-BK,1500,8.1
2017-04-07,209,TP13,VISHNU CHOTA WINE,10,25.0
2017-04-07,209,TP13,VISHNU CHOTA WINE,100,24.0
2017-04-07,209,TP13,10*10 RADHA KRISHNA,25,100.0
2017-04-07,209,TP13,PRESSING COVER-2*3,50,8.0
2017-04-07,209,TP13,PRESSING COVER 3*4,50,16.0
2017-04-07,209,TP13,PRESSING COVER 4*5,50,30.0
2017-04-07,209,TP13,PRESSING COVER 5*7,20,55.0
2017-04-07,209,TP13,DONA-VAI-9100,1,1700.0
2017-04-07,209,TP13,CLASSIC 250ML,100,23.0
2017-04-07,209,TP13,20*26 MW KESHAV,5,110.0
2017-04-07,209,TP13,TIFFIN PLATENO-11,100,18.0
2017-04-07,209,TP13,TOOTH PICS,10,110.0
2017-04-07,209,TP13,PAPER TEA PRINTING,150,19.0
2017-04-07,209,TP13,5*7 ESWAR,10,145.0
2017-04-07,210,KHAN AND KHAN PLAST,CYCLE-BLU-10*12,1400,6.0
2017-04-08,157,SANDHYA PLASTICS-PD,BLACK DOG-350ML,50,25.0
2017-04-08,157,SANDHYA PLASTICS-PD,DURGA 10*12 BLUE,100,5.5
2017-04-08,157,SANDHYA PLASTICS-PD,DURGA 13*16 BLUE,50,11.0
2017-04-08,157,SANDHYA PLASTICS-PD,DURGA 10*12 BK,100,5.5
2017-04-08,157,SANDHYA PLASTICS-PD,CYCLE 10*12 BK KG,10,80.0
2017-04-08,158,TVS,CYCLE-BLU-10*12,700,6.8
2017-04-08,158,TVS,CYCLE-BLU-10*12,100,6.8
2017-04-08,158,TVS,CYCLE-BLU-13*16,500,12.0
2017-04-08,158,TVS,LITE FOAM(1200),1,1620.0
2017-04-08,158,TVS,NO-0,25,148.0
2017-04-08,158,TVS,SUPER ROPE(SPECIAL),50,46.0
2017-04-08,158,TVS,SILVER PLATES-5,300,3.5
2017-04-08,158,TVS,"PINK PLATES 8""",90,9.0
2017-04-08,159,LAVANYA FANCY,VISHNU 300ML,100,28.0
2017-04-08,159,LAVANYA FANCY,CLASSIC 250ML(100),80,29.0
2017-04-08,159,LAVANYA FANCY,PAPER TEA-65ML(100),130,28.0
2017-04-08,159,LAVANYA FANCY,CYCLE 10*12 BK KG,25,80.0
2017-04-08,159,LAVANYA FANCY,PAPER TEA,40,19.0
2017-04-08,160,SVR,DURGA 10*12 BLUE,400,5.5
2017-04-08,160,SVR,14 GREEN,1000,1.35
2017-04-08,162,MVK-SKHT,PRINT 13*16,25,105.0
2017-04-08,162,MVK-SKHT,PRINT-10*12 CAR,25,105.0
